job_title,company_name,job_source,address,job_type,job_source_url,job_description,job_posted_date
Support Engineer,RegDOX Solutions Inc.,Ziprecruiter,"Nashua, NH",Contract,https://www.ziprecruiter.com/k/l/AAKyp422-ai1XHB0Z3HYr_mS4laRsNed-09uNQHvp3JdIRq48LPYbT5NnY3yCmFWy-xlfQcef5wIy8czVJID6m4s9lbnXMOybrgfcwpMiEI1ZVjBwvBOuWE6FWQzUHrzN6aHDmAfx_LQ7HpClHtRYlcHB_GFh71SDMxvXND_gE2zkyxzPor6gxk2WYnt6AmRvcgBZQ?pageType=perl_serp,"The ideal candidate will demonstrate the necessary administrative and technical skills, experience, and competence to immediately add value to the work of RegDOX in the role of Support Engineer in RegDOX’s Nashua, New Hampshire office.
The purpose, duties, skills, experience, and qualifications for each aspect of this position are as follows:
Job Purpose:
Reporting to the lead technology position within RegDOX, the Support Engineer will have direct, and at times, primary responsibility for (i) application and hosting platform management of our RegDOX Service cloud solutions, (ii) technical sales support, (iii) customer and internal user support, (iv) office and product network management, and (v) additional development and support project that are assigned from time to time. This position requires a passion for studying and discussing technology, a customer-focused approach to providing superior assistance within the sales and support operations of RegDOX, and self-directed goals of excellence and realizing a high degree of acceptance and satisfaction with RegDOX and its services and products.
Job Duties:
The duties of the Support Engineer include, but are not limited to, the following:
Presenting the RegDOX solutions to customers and prospects and providing administrator and user training using slide presentations and other formats or methods via phone, remote conferences, or in person.
Quickly understanding,
- the IT/network environment of RegDOX’s prospects and customers and each of their needed uses of the RegDOX product suite and articulate how RegDOX’s services can be quickly deployed to achieve those uses, and
- the IT/network environment of all RegDOX’s services, RegDOX’s office, and RegDOX’s AWS account
Constantly monitor RegDOX’s services performance.
Assisting with testing, debugging, performance analysis, and document hardware and software technology components of all RegDOX Solutions services and products.
Supporting and troubleshooting RegDOX websites.
Developing and constantly updating comprehensive presentations and proposals of RegDOX’s solutions.
Developing expertise in RegDOX’s offerings and remaining current on those offerings.
Implementing the entire suite of RegDOX’s SaaS solutions in rapid deployment.
Researching and proposing enhancements to RegDOX’s offerings.
Being an evangelist for RegDOX’s offerings.
Speaking knowledgeably about trends in technology, cybersecurity, etc.
Providing support during initial phases of customer implementations and later supervising and providing 24X7 support for customers.
Troubleshooting client issues and internal RegDOX employees’ problems.
Being on-call after hours during weekdays, every other weekend, and holidays.
Travel varies but could be up to 25%
Job Skills and Qualifications:
Required:
Bring a competitive spirit, a customer-centric attitude, and a hardworking, winning attitude and approach.
3 to 5 years of IT or IT Hosted Experience, ideally with solutions in a SaaS environment.
3 to 5 years of support engineering experience, ideally in a SaaS environment.
Experience with AWS infrastructure, including but not limited to virtual machines.
Windows Server management experience: Minimum 3 to 5 years of support for Windows environments (server and network).
Substantial documentation and communication skills.
Frequent customer communication over the phone, email, and face-to-face.
Enjoying talking with people about technology solutions and being able to articulate complex topics to novice or technical audiences.
Should be self-motivated and comfortable, and responsible in an autonomous position.
Able to achieve success with little management or guidance and can advise peers.
Communicate clearly and truthfully and be a positive participant in RegDOX’s successes.
AWS Certified Solutions Architect or any relevant AWS Professional Services Certification.
Additional:
Conversant with cybersecurity requirements of NIST (SP) 800-171, the International Traffic in Arms Regulations (ITAR), and the Cybersecurity Maturity Model Certification (CMMC).
Experience in providing third-party cybersecurity assessments.
Relevant Windows Server Management certifications.
Essential Education and Qualifications:
Bachelor’s degree with a computer science or equivalent major or equivalent academic achievements.
A United States Citizen or permanent resident visa holder.
Secondary qualifications:
Candidate must live within 1 hour of our Nashua, NH office as this is not a work-at-home position.
Physical requirements/conditions:
Typical office environment (with occasional nights/weekends/holiday work schedule).
Lighting and temperature are adequate.
Ability to lift up to 35 pounds.
Attainments and Experience:
Professional growth across careers and within individual employers.
Please include your salary requirements in your cover letter.
Job Type: Full-time in the office. Not a remote position.",2 hours ago
Application Developer,BP,Ziprecruiter,"Houston, TX",Contract,https://www.ziprecruiter.com/ek/l/AALKkjYk4hw6icdEHDKiq8vtenuRRaRp7FnLl2dg46zpR-T7UhI2cguGfMKHX3N00c1sF-A2R4fN2iEi-xHds486vNdcL7n1a5PIgrNJsNzjYqFtU16jJ13bFglwawm_Zn5_1DC6YG6buk91HbY6qL0fa5alkhubnB8lJ2g5DgZhToqyhZe-xkYoV81zPZpwqR2kDQ?pageType=perl_serp,,Today
"Full-Stack Developer (Java, Angular)",Santander Holdings USA Inc,Ziprecruiter,"Wayland, MA",Contract,https://www.ziprecruiter.com/ek/l/AAJ60kQfdkOOk0iiUlADWWGZwZvuCbQgWC_HWFkWhSXvn7S0dXEsqOk_BMdyThzDtp365_kq0UU2RWZLjma3I38th2j6jH-SKhInAmbYZQqEuIw8s9ybJqg4FBENqkPdOM1VpopFHFwHSTZhPQUJqponD2FMnr1NWgVAp27mYxypybceGlC2yNBM7fY1cBwY82Zy9Q?pageType=perl_serp,,Today
Civil Engineer - Construction Inspector,"Vanasse & Associates, Inc.",Ziprecruiter,"Boston, MA",Contract,https://www.ziprecruiter.com/k/l/AAIbHiwV5uaYoDs4gTlkkUq84URuWy8x2ML86sqfq64cn6Ucm7R72TrnquS4mj9VOacAgHBy0JVBMZaKeHUoBIS4w3EInhtmX7F2PBs7-sEO82xMQQZOp1OJkNtCm-05QfomIbuNCKqrZIvgOokl2R614KyFOwYRJNEmtjWiGwhUIDAnWzwnZBKsx7DezYHSbkhAEA?pageType=perl_serp,"Vanasse & Associates, Inc. (VAI), an engineering consulting firm located in Andover, Massachusetts is seeking applicants with a minimum of 5 years of experience in roadway and utility construction, construction inspections, and highway engineering to work part-time and/or full-time for projects located in eastern Massachusetts. Responsibilities would include project site visits, general inspection of construction activities to verify compliance with design plans and specifications, inspections of traffic signal and roadway infrastructure installations, coordination with local municipality and MassDOT personnel, preparation of daily reports, assist with RFI’s and Shop Drawing reviews, review payment applications, process/negotiate change orders, and coordination with clients. Candidates must possess a Bachelor of Science Degree in Civil Engineering from an accredited university and licensure as a Professional Engineer; good communication, problem-solving, and computer skills; working knowledge of Microsoft Office and Bluebeam software; familiarity of MassDOT Standard Specifications and Traffic Safety Standards and have completed the OSHA-10 Safety Course. A valid driver’s license and reliable transportation is required. Please email resume to careers@rdva.com.",13 hours ago
Software Engineer (RxR),WALGREENS,Ziprecruiter,"Bellevue, WA",Contract,https://www.ziprecruiter.com/ek/l/AAI3B8jZlcAst0RxcDaKoURL5aSWk7OWrTfxXyIs-pXeFuq4zdznanrksyocGYE6AVuFZq5WTWlWP4jP7IOjQopoJzwACAj2Vzz3yt3OQPBp4tibthIgzXowmqraFn0G1oGZ1rFX5a78npazdgCITpJprJYvX_cnX-D2ypnV5LGXH9fTJGabQmuVsp9dp42pCq7t0A?pageType=perl_serp,,Today
Design Engineer 1,Daikin,Ziprecruiter,"Waller, TX",Contract,https://www.ziprecruiter.com/ek/l/AAIQJLmVPP1F0Rc8RVsjb_nTWwCyOYtS4nFYBAPvIY5x1__1QuyCn4XUfiVyHkjwHTeGp2LGkQfhBahTdT1yTJSz6QnZdXtUHk60c0eTUscFL7NlGSUKQwkCZpuJmboOV_dPhkhQGwwPPgZEvyEvYVxIO6X9PH-JQXQB17XEk22jhv367WXgoxmGb_3rLR6MxEKwHQ?pageType=perl_serp,,Today
DevOps Engineer I,FIS,Ziprecruiter,"Camp Dennison, OH",Contract,https://www.ziprecruiter.com/ek/l/AAJMXRmXOvyxgE2jgK_0bWsurS9bUTUfLH5rY2eYo_JELsvOeHFpCBPucQg_Pi1DVjvE-zLhwHPxjFUE_yEOu3W-v0yohEUuoKEtrUb-N4b3i94NCG9AAS8C3HkwacSc76lDnI-0A4CN5CU-ci5qDOGFQRN7sD3vovrad2ox0JHLE_vYlE08yVR__u4KbQjDsJj9dg?pageType=perl_serp,,Today
Senior DevOps Engineer,Santander Holdings USA Inc,Ziprecruiter,"Mesquite, TX",Contract,https://www.ziprecruiter.com/ek/l/AAKtoKsOQ47qTkERK0BvgcxAjOa6MOak7cTkj6GeBSumeft1bx7tpdE6Z9xmF9WSOcEgptOSDCNkDarOlEu6XHl2yJt3k_AfTmvK1UiebOIOJKp9SOAJ0AuA-5cc0oAPmt0QDdPDZ7wtQu0RoH3GZz1qgtqGuKqbTDgOW8H67sNEoA5de9RAcD2_kqSQwHDrUMhQUQ?pageType=perl_serp,,Today
Machine Operator (WEEKEND SHIFT!!),"Quest Engineering, Inc",Ziprecruiter,"Richfield, WI",Contract,https://www.ziprecruiter.com/k/l/AAJ9nfW8aS8QFoY2FtNn07ziZlC2k4--TBsaaqLunSJhsN1OWharRdJAE3TrYje9yCTi-dRzlFsW1p1aiB6co8YQxBOnb2hdY1jAF-W_iLbLwrMJvRrQvVW1jc8qt_cHpjmNx5L8RaR1QrRvpJ27gTqpBpv97OtysPt3k3QG_5LI4ZZCbcomTJ4nbam5BpdaOEj4hg?pageType=perl_serp,"Quest Engineering, Inc., an architectural casework manufacturer, is currently seeking individuals for Machine Operator. This position will set up, operate, and maintain our equipment. This position requires in depth knowledge of automated woodworking equipment and casework manufacturing processes. This position will be located at our Richfield, WI manufacturing plant.
Department: Production
Reports to: Production Manager
Responsibilities:
· Effectively set up and operate various woodworking machines, such as an automated edgebander, CNC boring machine, CNC machining centers, and misc. machines and equipment.
· Perform scheduled maintenance on such machines.
· Candidates will operate the machine in a timely manner that meets productions schedules and quality requirements.
· Attend all safety training sessions.
· Operate a forklift safely.
· Communicate efficiently with other team members and team leader to accomplish production goals.
· Work independently and efficiently.
· Read and understand drawings and blueprints for components and assemblies.
· Possess a complete understanding of the casework manufacturing processes.
· Possess an understanding of company standard procedures.
· Follow instructions from production manager.
· Ability to cross train in other production capacities.
Roles/Relationships:
· Effectively communicate with team leaders, production manager, and other team members to efficiently accomplish production goals.
· Provide input and assistance in the development and implementation of process and product improvements.
Specifications/Requirements:
· Three plus years of cabinetry related experience in machine operation or casework assembly.
· In depth knowledge of casework and customs construction methods.
· Outstanding communication skills.
· Self motivation is an absolute must.
· Superior organizational skills.
· Sense of urgency; ability to respond rapidly.
· AutoCAD and CAM software experience is a plus.
· Software proficiencies in Microsoft Office.
Compensation:
Hourly wage based on experience.
Overtime as deemed necessary by production manager.
Health insurance.
Simple IRA
Vacation plan
Holidays
Quest Engineering, Inc. promotes a flexible, fast paced, and proactive work environment. We are expanding and seeking experienced team members to aid in our growth. If interested, please send the information as follows:
Please send resume, cover letter, and salary requirements to:
info@questcabinets.com or complete an application by visiting www.questwantsyou.com
No phone calls, please.
Quest Engineering, Inc. is an Equal Opportunity Employer. We operate a drug free and smoke free work environment. All applicants must pass a comprehensive drug screening, and are subject to random drug screenings.",1 hour ago
JavaScript Developer,Remote Technologies Inc. (RTI),Ziprecruiter,"Shakopee, MN",Contract,https://www.ziprecruiter.com/k/l/AAIwjuHN_avzkf-1E8JZORAGRbcrG7EJ5fdwSZMrKJ3FCuHvRuUifs3ALkyS87WYCfZMQexq3WKYk7YrQTHtjWkw1IHy4ox2LytaLrEc54VM7HaQy8XxKEmQ-4hT9Hsn-oOSRI4p6HmaOQa0I0EYJe_e7Z6d8m-mb8jeQs9hIFvd7ENb6FPkxTP8oJnnYW6lrJ06Log?pageType=perl_serp,"Software Engineer – JavaScript Developer - in Minnesota
What if you could manage all your home devices from one place…
At Remote Technologies Inc. (RTI) that is our goal. Enabling a seamless user experience across platforms. Bringing Apple and Android together. A smart home experience done smartly. With tons of new innovations and additions (a new award-winning music streamer, new configuration software, significant increase in driver development and a growing leadership and software engineering team), RTI is experiencing such success that we need more talented people to continue this growth.
We are seeking a JavaScript Developer. This role can be hybrid – work from home a few days/week, but will need to report to our Shakopee, MN office 2-3 days/week. Must be located in/near the Minneapolis, Minnesota area to be able to come into the office several days/week.
Who we are looking for:
We are seeking a Software Engineer responsible for creating device drivers for audiovisual, control and automation systems. Reporting to the Director of Engineering you will work closely with the Product Management team to innovate our customer-focused solutions.
What you will be doing:
Leveraging JavaScript to develop integration solutions for some of the world’s leading device manufactures (Samsung, Amazon, Sonos, Tesla, Sony, AppleTV, others).
Use Python to gather device information for a tailored / customized discovery and programing experience for our customers.
Provide product integration solutions for customers installing RTI systems in commercial and residential environments.
Identifying improvements, architectural design and/or implementation changes in support of our award-winning line of products.
Collaborate with equipment manufactures to define technical requirements and obtain test samples/product.
Required Qualifications
BS in Computer Science or a related technical field
5+ years of professional JavaScript development required; Python experience helpful
Experience with GIT or comparable source control software
Understanding of web/cloud/REST APIs
Desired Experience (not required)
Understanding of AV systems, signal flow, and proficiency in troubleshooting
Understanding of TCP/IP networking
Experience developing drivers for IoT / smart home devices
Automation or machine control experience
The award-winning RTI portfolio of smart home products (wired and wireless controls, processors, and software) deliver an exceptional and personalized control solutions to our users. If you are a Firmware Engineer with 5+ years of consumer electronics development experience and live in (or near) the Twin Cities, we would love to hear from you. We are a relaxed development team looking for someone who is interested in developing gadgets and themselves.",2 hours ago
