job_title,company_name,address,job_description,job_source_url,job_posted_date,job_source,job_type
Software Engineer,Actalent,"Rochester, NY","About the job
Job Description:* Software Engineer to design, code, and test real-time embedded software to support radio or other communications products.
Skills:* C++, Embedded c, Embedded software, real time embedded, arm, object oriented analysis, object-oriented design, jira, agile
Top Skills Details:* C++,Embedded, Embedded software,real time embedded
Additional Skills & Qualifications:* Design, code, and test real-time embedded software

Develop test suites for unit and system testing. Develop/update engineering process documents as required. Embedded C or C++ experience on an ARM (bare metal – processor) Object Oriented Analysis and Design (OOA/OOD) experience preferred. Familiarity with UML design modeling techniques preferred, Magic Draw Ability to analyze and debug software and related hardware issues. Tools – SVN, JIRA, Agile Scrum, Coverity, Understand for C++

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547570239/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=ZZ5cZz5U3wOJz3hZB6hkYw%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Developer,Actalent,"Vista, CA","About the job
*Description:*

C# Design, develop to modernize product line.

Will develop software and coding standards for both new and existing products.
Skills:*

c#.net, software development, object-oriented programming, desktop, agile, object oriented design, OOP, OOD, wpf, windows presentation foundation, gui, design, new products, user interfaces, UI, medical device
Top Skills Details:*

c#.net,software development,object-oriented programming,desktop,agile,object oriented design,OOP,OOD
Additional Skills & Qualifications:*

WPF Bachelor's degree preferred
Experience Level:*

Expert Level

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547571237/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=TsWlvv0OuChcD8ODRFT1UQ%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Developer,Actalent,"Georgetown, KY","About the job
Description:* Looking for an experienced C#.NET web application developer to work as part of a Scrum team to build applications to improve efficiency and reduce lead time for the PE division's team members.
Skills:* C++, Embedded Software, Software Testing, Programming, Test Equipment, Test Engineering, .net c#, SQL server, ado.net, power bi, Software Development
Additional Skills & Qualifications:*
Expert level knowledge in developing C# .NET web applications (.NET core is a plus)
Ability and desire to learn new technologies and support the continuous improvement of the team’s processes
Proficient in the following:

Angular, MVC framework, MS SQL Server, IIS (At least one)
Knowledge of Agile development methodologies, especially Scrum
Must be prepared to show and/or discuss examples of previously developed systems/applications
Expert level knowledge in designing relational databases
Excellent communication and collaboration skills
Bachelor's Degree or equivalent experience
Experience Level:* Expert Level

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547568650/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=UdS%2Bur8OLnBzz7xy6e9IVA%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Test Engineer,Actalent,"Raymond, OH","About the job
Actalent is looking for a Software Test Engineer. This person will be responsible for the following:

Provide engineering development support for Electrical Steering Systems (EPS) for multiple projects at the customer location
Provide EPS Vehicle Integration Support at all levels with OEM Engineering and development teams.
Understands software interfaces and architecture to support onsite development activities.
Flash software, perform diagnostics to support updates and testing activities
Support improvement activities related to development processes and technical content
Lead problem solving resolution, root-cause analysis and continuous improvement efforts during development phase of all programs assigned
Manage interactions within the customer and Bosch program teams.
Supports interpreting the customer’s specifications for assigned products related to the critical safety steering system and associated components.
Communicate customer information and requirements to and from organizations outside engineering.
Additional Skills & Qualifications:*
Bachelor of Science, in Mechatronics Engineering, Electrical Engineering or related field.
2+ years’ experience designing, developing or testing in an electrical or software environment
Desired:*
2+ years’ experience designing, developing or testing of Electric Power Steering Systems within automotive industry.
Flashing software experience
Software/Hardware Electrical interface experience

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547579504/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=bdlWYiaTvephZAeTxTgPwg%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Engineer,Actalent,"Rochester, NY","About the job
Description:* Software Engineer to design, code, and test real-time embedded software to support radio or other communications products.
Skills:* C++, Embedded c, Embedded software, real time embedded, arm, object oriented analysis, object-oriented design, jira, agile
Top Skills Details:* C++,Embedded c,Embedded software,real time embedded
Additional Skills & Qualifications:* Design, code, and test real-time embedded software

Develop test suites for unit and system testing. Develop/update engineering process documents as required. Embedded C or C++ experience on an ARM (bare metal – processor) Object Oriented Analysis and Design (OOA/OOD) experience preferred. Familiarity with UML design modeling techniques preferred, Magic Draw Ability to analyze and debug software and related hardware issues. Tools – SVN, JIRA, Agile Scrum, Coverity, Understand for C++

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547570236/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=mSoS6hr6Hp7quauv9GGHpA%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Engineer,Actalent,"Battle Ground, WA","About the job
*Description:*

Summary: Candidate will be doing software Engineering work in the middleware layer. This sits between HW/OS and the HMI (touch screen device) on their product. They are responsible for developing C++ code that delivers key information from the hardware up to the HMI, in real time. Will need to actually have middle ware experience to effectively do this, versus just creating a C++ app for one specific function. Their code will also interface at the HW protocol level so an understanding of i2c, SPI and Can would be great. JOB SUMMARY: Polaris, a global leader in power sports, is looking for a middleware engineer with experience with the software challenges found in delivering vehicle embedded products. This is an exciting position on a team building world-class IVI and gauges for power sports vehicles. The ideal candidate is effective in a fast-paced Agile development environment, pushing industry best practices and system maturity. Interest in power sports is a plus! QUALIFICATIONS Degree and experience in Computer Engineering, Computer Science, Electrical Engineering, or similar field BS + 3 years of relevant embedded software development experience, or MS + 2 years of relevant embedded software development experience Strong C++ programming and debugging skills Experience implementing applications in a Linux environment Comfort using desktop Linux and open-source tools for day-to-day development Ability to quickly learn and apply new skills with minimal supervision SKILLS & KNOWLEDGE Understanding of vehicle navigation and/or infotainment systems Familiarity with QT/QML Python and robot framework for embedded firmware testing Linux proficiency D-bus bindings in C++ Protocols: 802.11, J-1939 Busses: D-Bus, I2C, SPI, CAN QT / QML, embedded Yocto Familiarity with embedded design and troubleshooting.
Skills:*

C++, middleware, api, linux, gps, bluetooth, hardware services, can bus, i2c, spi, hmi, UI, infotainment, garmin
Top Skills Details:*

C++,middleware,api,linux
Additional Skills & Qualifications:*

GVG: Infotainment, automotive, QT/QML, D-bus, i2c, spi, CAN GPS Bluetooth services CAN i2c SPI HMI UI infotainment automotive garmin
Experience Level:*

Intermediate Level

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547557990/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=4uO1lJxLcP6JHrGrbdkLdQ%3D%3D&trk=d_flagship3_search_srp_jobs,6 hours ago,Linkedin,Contract
Software Engineer,Actalent,"Colorado Springs, CO","About the job
Hiring Software Engineers for a Top Defense Company*
Pay:* 100k-145k
Location:* Colorado Springs, CO
Technical Skill Required:* Recent full life cycle development experience using C++, Java and MATLAB on a UNIX/Linux platform required. Related knowledge of missile defense concepts, message serialization (Protocol Buffers or Thrift), stochastic algorithms, XML and UML is required. Experience in developing missile defense simulations using executing state machines, OOD and OOP desired. Jenkins, GIT, CLI, and shell scripting knowledge expected. Consideration will be given for existing C2 development, BCM and/or MATLAB based data analysis experience.
Education Required:* BS in Software Engineering, Computer Science, Electrical Engineering, or related field with professional experience. Masters preferred.
Experience Required:* 5+ years
Position Responsibilities:* Candidate will be supporting development of a large simulation system in a small team environment, leading some technical efforts in the role of a senior engineer. Specific responsibilities include design, implementation, integration, and testing as well as support of the software development life cycle with peer reviews, documentation and configuration management adhering to the Agile development process.
Required Clearance:
Secret

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547562417/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=QmoggbC9BcTQSmZDqq%2Brlw%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Engineer,Actalent,"Syracuse, NY","About the job
Actalent is hiring a Software Engineer for a large Aerospace/DoD company located in Syracuse, NY. Position offers full time benefits, paid vacation, paid holidays, and OT pay. Work schedule offers flexibility (company works 4/10s, every Friday off). Please apply with an updated resume.
Qualifications:*
Coding in C++ Experience
Linux Experience
Design, Development and Unit Testing
Ability to obtain a Security Clearance Required
Description:*
Work is comprised of software maintenance activities including analyzing and troubleshooting problem reports from fielded systems, incorporating software fixes into existing software baseline, unit testing, performing software integration and software test.
The engineer will support multiple programs and participate in all phases of the software development lifecycle (design, code, and test)
The engineer will leverage software engineering processes and procedures while performing their respective software engineering and verification activities
In this important role the software engineer will collaborate with other engineering disciplines and program personnel and will participate in cross functional six sigma style product or process improvement meetings

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547567547/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=GIar6ptdRzozmgbFnXO%2F2g%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Engineer,Actalent,"Annapolis, MD","About the job
Description:* Create and deliver communications integration and engineering solutions that our global customers demand so that our world keeps moving and stays connected.

From system requirements the candidate will create a software design and develop code to meet the planned schedule. Perform unit and integration testing to prove the correct functionality. All work follows established CMMI work procedures and adheres to rigorous coding standards. Our software and systems are ""the heart"" of a mission critical aviation communications network where protocols and high availability are integral to the software development. The candidate will design, code, test, integrate and document software of high complexity. *Skills:* C++, Python, linux, software architecture, Java, waterfall, debugging *Additional Skills & Qualifications:* Writing skills, communication skills Waterfall development Software requirements Software project leadership Server provisioning, network protocol knowledge, or JavaScript experience radio frequency engineering, software defined radio, and RF communications

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547565532/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=eNMxVaBa%2FvKYNhipiieD3g%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
Software Engineer,Actalent,"Boulder, CO","About the job
Description:* Working with internal Software Engineers to build upon and create software that is utilized in machine interface and data flow and management. Supporting software development used in production systems manufacturing precision optics. Develop software supporting production thin film coating chambers. Develop software which interfaces process equipment to production databases. Supporting the optics defense manufacturing. Program is the SAP - a new system that just launched and they're needing help getting it up and running
Skills:*
C# * sql database * machine control programming * git * github * c/c++ * python * wcf * tcp/ip * gRPC
Additional Skills & Qualifications:* BS STEM Degree 4+ years Nice to have:
Proficiency with Git/Github
Multithreaded and asynchronous programming
Knowledge of C/C++ and Python
Knowledge of client/server network programming – TCP/IP sockets, WCF, gRPC, Restful services
Knowledge of writing Windows Services

About Actalent:

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",https://www.linkedin.com/jobs/view/3547563927/?alternateChannel=search&refId=MtyEWW4jCpzfWMIitUW5HA%3D%3D&trackingId=bUl16dkXr1zdU3HRHfsuXg%3D%3D&trk=d_flagship3_search_srp_jobs,5 hours ago,Linkedin,Contract
